data_name,data_name_kr,acronym,dtype,category,org,access,spatial,temporal,temporal_res,volume,instruments,params,fmt,usage,availability,notes,freq,reuse,priority,report_list
Artificial Propagation and Marking Data,멸종위기어류 인공증식 및 표지 데이터,N/A,lab_analysis,ecology,"K-water (한국수자원공사), 선문대학교",field_collection,"영월군 동강 (친어 확보), 인공증식 시설",2023–2024,daily,"Approx. 5,000 fish individuals","VIE tag, OTC 침지, Radio tag","전장, 체중, 질병 유무, 유전 다양성 지수(He, Ho, Alleles)",Not in source,"방류 개체 식별 및 방류 적합성(건강성, 유전적 다양성) 검증",internal_only,선문대학교 수산질병관리원 질병검사 수행,1,Low,Optional,__금강수계 생명잇기를 위한 멸종위기어류 복원 용역(3차년도).pdf.pdf
K-water Greenhouse Gas Inventory,K-water 온실가스 배출량 명세서,N/A,DB_system,greenhouse_gas_emissions,K-water (한국수자원공사),internal_DB,K-water 전 사업장,2018-2021,annual,Not in source,Not in source,"온실가스 배출량 (Scope 1, Scope 2), 감축량, 에너지 사용량",Not in source,K-water의 탄소중립 이행 현황 점검 및 CDP 대응 수준 측정을 위해 사용됨,internal_only,공사의 직접배출 및 간접배출 데이터를 정량화한 핵심 내부 자료임,1,Low,Optional,K-water 기후위기관리평가체계 구축방안 연구_2023.02.13_K-water 기후위기관리평가체계 구축방안 연구.pdf.pdf
Jeonbuk Health and Environment Monitoring Data,전북보건환경연구원 모니터링 자료,N/A,field_measurement,water_quality,Jeonbuk Institute of Health and Environment,other,Okjeong Reservoir,2021-2023,monthly,Not in source,Not in source,"BOD, T-P, TOC, Chl-a",Not in source,Used for additional calibration and validation of the watershed model.,restricted,Used as auxiliary data to enhance model reliability.,1,Low,Optional,옥정호 녹조발생 원인조사 및 대책연구_2026.02.10_옥정호 녹조발생 원인조사 및 대책 연구.pdf.pdf
K-water disaster status data,K-water 재해현황 데이터,N/A,administrative,safety accident,K-water (Korea Water Resources Corporation),internal_DB,K-water construction sites nationwide,2010–2019,event-based,Not in source,Not in source,"Accident date, project name, accident details, accident type (fall, strike, burial, suffocation), number of casualties",Not in source,Used to select high-risk construction types and create VR safety training content scenarios.,internal_only,"Includes data on disaster rates and mortality rates per 10,000 workers notified by the Ministry of Employment and Labor.",1,Low,Optional,가상현실을 이용한 K-water 건설현장 안전사고 예방기술 연구_2022.02.14_가상현실 이용 안전사고.pdf.pdf
VR Safety Training Survey Data,VR 안전체험 교육 설문조사 데이터,N/A,survey,safety education,K-water (Safety Innovation Office),other,"4 major K-water construction sites (MTV, Chungju, EDC, Songsan)",2019.06–2019.09,one-time,"149 respondents (pilot), 250 respondents (main study)",Not in source,"Education satisfaction, improvement in safety knowledge, demand for new content",Not in source,Used to verify the effectiveness of VR training and justify the development of K-water-specific VR content.,internal_only,Indicated high satisfaction (over 80%) but a need for content tailored to specific K-water projects.,1,Low,Optional,가상현실을 이용한 K-water 건설현장 안전사고 예방기술 연구_2022.02.14_가상현실 이용 안전사고.pdf.pdf
Crystallization Sludge Properties Analysis Data,결정화 슬러지 특성 분석 데이터,N/A,lab_analysis,other,KTR (certified agency),lab_analysis,Not in source,2020,event-based,Not in source,"XRF, EDS, XRD, Hot plate (DAIHAN, MSH-30D)","Component ratio (XRF), constituent materials (EDS, XRD), waste leaching test results",Not in source,Evaluated the potential for recycling crystallization sludge as a cement alternative material.,unclear,Certified analysis by KTR included evaluation of supply water quality for reuse.,1,Low,Optional,용수 수요 특성을 고려한 하·폐수 재이용 최적화 기술 개발_2021.02.08_용수 수요 특성을 고려한 하폐수.pdf.pdf
K-water Fish Kill Case Studies and Investigation Manual (2020),K-water 어류폐사 사례집 및 원인규명 조사 매뉴얼(2020년),N/A,literature,어류폐사 사례 및 매뉴얼,한국수자원공사,internal_only,한국수자원공사 관리 수역,2020년 발행 (이전 사례 포함),one-time,Not in source,Not in source,"어류폐사 사례, 원인, 조사 기법",PDF/도서,어류폐사 특성 연구 및 기존 조사 체계 분석을 위한 참고 문헌으로 활용,internal_only,사내용 자료로 명시됨,1,Low,Optional,어류폐사 원인규명 조사·분석체계 구축방안 연구_2025.02.10_어류폐사 원인규명 조사·분석체계 구축방안 연구.pdf.pdf
Fish Mortality Cause Investigation Precision Analysis Manual,어류폐사 원인 규명을 위한 정밀분석 매뉴얼,N/A,model_output,분석 가이드라인,K-water연구원,model_generated,national,2024,one-time,Not in source,Not in source,"수질, 해부, 어병, 독성 분석 방법",문서,"본 연구의 최종 결과물 중 하나로, 분야별 정밀 분석 체계를 구축하여 제시함",internal_only,연구 결과로 도출된 실무 지침서,1,Low,Optional,어류폐사 원인규명 조사·분석체계 구축방안 연구_2025.02.10_어류폐사 원인규명 조사·분석체계 구축방안 연구.pdf.pdf
ECOTOX Database,미국 환경보호청 생태독성 데이터베이스,ECOTOX,DB_system,toxicology,US EPA,public_portal,global,Not in source,Not in source,Not in source,Not in source,어종별/물질별 반수치사농도 (LC50),디지털 DB,화학적 요인 노출 실험 시 어종별 독성값을 반영한 노출 농도 산출 근거로 활용,open,미국 EPA에서 관리하는 공신력 있는 생태독성 정보 시스템,1,Low,Optional,어류폐사 원인규명 조사·분석체계 구축방안 연구_2025.02.10_어류폐사 원인규명 조사·분석체계 구축방안 연구.pdf.pdf
Global Renewable Energy New Capacity Plan,글로벌 재생에너지 신규설비 계획,N/A,literature,other,Not in source,literature_cited,global,2020–2030,yearly,721GW,Not in source,"태양광, 육상풍력, 해상풍력, 바이오메스, 폐기물 계획량",Not in source,글로벌 재생에너지 및 수상태양광의 잠재력 분석을 위한 기초 통계로 사용됨,open,신재생에너지 신규설비 계획량 및 태양광 비중 통계,1,Low,Optional,동남아시아 지역 수상태양광 시장 진출 전략 연구_2024.02.13_동남아시아 지역 수상태양광 시장 진출 전략 연구.pdf.pdf
Malaysia Renewable Energy Transition Roadmap 2035,말레이시아 신재생에너지 이행 로드맵 2035,N/A,administrative,other,말레이시아 에너지천연자원부,public_portal,말레이시아,2021-2035,event-based,Not in source,Not in source,신재생에너지 발전 비중 목표,Not in source,말레이시아의 중장기 신재생에너지 정책 및 발전 비중 상향 조정 계획 분석에 활용,open,2035년까지의 에너지 전환 계획 명시,1,Low,Optional,동남아시아 지역 수상태양광 시장 진출 전략 연구_2024.02.13_동남아시아 지역 수상태양광 시장 진출 전략 연구.pdf.pdf
Life-365,Life-365 내구수명 예측 프로그램,Life-365,model_output,other,American Concrete Institute (ACI),other,national,Not in source,Not in source,Not in source,Life-365 Software,"염소이온 확산계수, 재령계수(m), 내구수명(년)",Software output,시화조력발전소 구조물의 염소이온 침투해석 및 내구수명 산정에 사용,open,콘크리트 내구성 설계에 널리 사용되는 수치해석 모델,1,Low,Optional,염분침투 특성을 고려한 해양 콘크리트 구조물 잔존수명 예측_2022.02.14_염분침투 특성.pdf.pdf
5th Nakdong River Estuary Barrage Precision Safety Inspection Report,제5차 낙동강하굿둑 정밀안전진단 보고서,N/A,literature,other,K-water,internal_DB,낙동강하굿둑 전 구간,Not in source,Not in source,정밀진단 결과 데이터,Not in source,"염화물 함유량 시험 결과, 피복두께, 탄산화 깊이",PDF/Paper,낙동강하굿둑 구조물의 과거 내구성 상태 파악 및 코어 채취 위치 선정을 위한 기초 자료로 활용,internal_only,유지관리 이력 데이터로 활용됨,1,Low,Optional,염분침투 특성을 고려한 해양 콘크리트 구조물 잔존수명 예측_2022.02.14_염분침투 특성.pdf.pdf
Dam Management Regulations,댐 관리규정,N/A,administrative,legal standard,환경부,public_portal,national,2021년 6월 개정안 포함,Not in source,Not in source,Not in source,"예비방류 정의, 방류 절차, 제한수위 기준",legal document,예비방류의 법적 정의 및 가이드라인 수립의 제도적 근거로 활용,open,2021년 개정을 통해 예비방류 정의가 구체화됨,1,Low,Optional,댐 예비방류 가이드라인 수립을 위한 연구_2023.02.13_댐 예비방류 가이드라인 수립을 위한 연구.pdf.pdf
Pilcomayo River Basin Master Plan Update Report,필코마요강 유역 통합물관리 마스터플랜 업데이트 보고서,N/A,literature,hydrological,CTN (Trinational Commission for the Pilcomayo River),literature_cited,"Pilcomayo River Basin (Argentina, Bolivia, Paraguay)",2022–2023,Not in source,Not in source,Not in source,"Discharge, Precipitation, Temperature, Land use, Socio-economic indicators",PDF,Main source for analyzing the current status of the Pilcomayo basin for investment planning.,restricted,Joint report with IDB and CTN.,1,Low,Optional,아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립_2024.02.13_아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립.pdf.pdf
Pollution Source Survey (2012),전국오염원조사 (2012년 기준),N/A,administrative,other,환경부 (국립환경과학원),public_portal,전국 (주암/합천 유역 포함),2012,one-time,Not in source,Not in source,"오폐수 발생량, 배출 부하량",Not in source,HSPF 모형의 점오염원 및 비점오염원 입력 데이터 산정,open,수질오염총량관리제 기본계획 수립을 위한 기초 데이터,1,Low,Optional,물공급 예비율 활용을 위한 수질영향 분석 연구_2020.02.27_물공급예비율활용.pdf.pdf
Regional Climate Model Scenario RCP 8.5,RCP 8.5 기후변화 시나리오,RCP 8.5,model_output,meteorological,Not in source,literature_cited,national,Future projections,Not in source,45 years projection,RCP 8.5 Scenario,"SPEI (Standardized Precipitation Evapotranspiration Index), drought frequency",Not in source,극한 가뭄 발생 빈도 및 지자체별 비상 용수 확보 편익 산정에 활용,open,기후변화에 따른 미래 가뭄 위험도 분석에 사용됨,1,Low,Optional,대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역_2025.02.10_대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역.pdf.pdf
K-water Internal Dam Management Data,K-water 내부 댐 관리 자료,N/A,hydrological,water level,K-water (한국수자원공사),internal_DB,"대곡댐, 사연댐, 대암댐",Not in source,Not in source,5 locations (Ulsan area),Dam management system,"저수위, 상시만수위, 계획홍수위, 총저수용량",Not in source,기존 용수공급 계통 분석 및 심도 수로터널 연결을 위한 댐 제원 검토에 활용,internal_only,"대곡, 사연, 대암댐 등 주요 수자원 시설물 정보",1,Low,Optional,대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역_2025.02.10_대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역.pdf.pdf
Standardized Disaster Estimation System (K-FRM),표준 재난 피해 산정 시스템 (K-FRM),K-FRM,model_output,other,Not in source,other,울산 지역,2008–2021,event-based,Not in source,K-FRM Software,"예상 피해액, 침수 흔적도",Not in source,울산 지역의 홍수 발생에 따른 자산 피해 경감 편익 산정에 활용,unclear,홍수 피해 산정 체계 구축에 사용,1,Low,Optional,대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역_2025.02.10_대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역.pdf.pdf
MODIS Satellite Data,MODIS 영상자료,MODIS,remote_sensing,satellite imagery,NASA,public_portal,National (South Korea),Not in source,Not in source,19 indicators from 6 sensors,MODIS Sensor,Crop yield related indicators,Not in source,시군별 논벼 생산량 자료와 융합하여 CNN 기반 작물 수확량 추정 모델 개발에 사용,open,가뭄 전후 피해 분석 지표 개발용,1,Low,Optional,공간정보 빅데이터를 활용한 가뭄 예·경보 분석기술 개발(2024년)_2025.02.10_공간정보 빅데이터를 활용한 가뭄 예·경보 분석기술 개발(2024년).pdf.pdf
WHO Guidelines for Drinking-water Quality,WHO 먹는 물 수질 가이드라인,WHO GDWQ,literature,water_quality,WHO,literature_cited,global,Not in source,Not in source,Standard reference,Not in source,Health-based targets for chemical and microbial constituents,Document,Used as the benchmark for establishing certification criteria and revising the assessment toolkit.,open,Primary reference for the Seal of Excellence parameters.,1,Low,Optional,UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구_2023.02.13_UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구.pdf.pdf
